,STATE/UT,DISTRICT,Year,Crime_Rate
39,ARUNACHAL PRADESH,SUBANSIRI UPPER,2019,0
40,ARUNACHAL PRADESH,TAWANG,2019,0
41,ARUNACHAL PRADESH,TIRAP,2019,1
42,ARUNACHAL PRADESH,TOTAL,2019,1
43,ASSAM,BARPETA,2019,1
44,ASSAM,BONGAIGAON,2019,1
45,ASSAM,C.I.D.,2019,1
46,ASSAM,CACHAR,2019,1
47,ASSAM,DARRANG,2019,1
48,ASSAM,DHEMAJI,2019,1
49,ASSAM,DHUBRI,2019,1
50,ASSAM,DIBRUGARH,2019,1
51,ASSAM,G.R.P.,2019,1
52,ASSAM,GOALPARA,2019,1
53,ASSAM,GOLAGHAT,2019,1
54,ASSAM,GUWAHATI CITY,2019,1
55,ASSAM,HAILAKANDI,2019,1
56,ASSAM,JORHAT,2019,1
57,ASSAM,KAMRUP,2019,1
58,ASSAM,KARBI ANGLONG,2019,1
59,ASSAM,KARIMGANJ,2019,1
60,ASSAM,KOKRAJHAR,2019,1
61,ASSAM,LAKHIMPUR,2019,1
62,ASSAM,MORIGAON,2019,1
63,ASSAM,N.C.HILLS,2019,1
64,ASSAM,NAGAON,2019,1
65,ASSAM,NALBARI,2019,1
66,ASSAM,R.P.O.,2019,1
67,ASSAM,SIBSAGAR,2019,1
68,ASSAM,SONITPUR,2019,1
69,ASSAM,TINSUKIA,2019,1
70,ASSAM,TOTAL,2019,1
71,BIHAR,ARARIA,2019,1
72,BIHAR,ARWAL,2019,1
73,BIHAR,AURANGABAD,2019,1
74,BIHAR,BAGAHA,2019,1
75,BIHAR,BANKA,2019,1
76,BIHAR,BEGUSARAI,2019,1
77,BIHAR,BETTIAH,2019,1
78,BIHAR,BHABHUA,2019,1
79,BIHAR,BHAGALPUR,2019,1
80,BIHAR,BHOJPUR,2019,1
81,BIHAR,BUXAR,2019,1
82,BIHAR,DARBHANGA,2019,1
83,BIHAR,GAYA,2019,1
84,BIHAR,GOPALGANJ,2019,1
85,BIHAR,JAMALPUR RLY.,2019,1
86,BIHAR,JAMUI,2019,1
87,BIHAR,JEHANABAD,2019,1
88,BIHAR,KATIHAR,2019,1
89,BIHAR,KATIHAR RLY.,2019,1
90,BIHAR,KHAGARIA,2019,1
91,BIHAR,KISHANGANJ,2019,1
92,BIHAR,LAKHISARAI,2019,1
93,BIHAR,MADHEPURA,2019,1
94,BIHAR,MADHUBANI,2019,1
95,BIHAR,MOTIHARI,2019,1
96,BIHAR,MUNGER,2019,1
97,BIHAR,MUZAFFARPUR,2019,1
98,BIHAR,MUZAFFARPUR RLY.,2019,1
99,BIHAR,NALANDA,2019,1
100,BIHAR,NAUGACHIA,2019,1
101,BIHAR,NAWADAH,2019,1
102,BIHAR,PATNA,2019,1
103,BIHAR,PATNA RLY.,2019,1
104,BIHAR,PURNEA,2019,1
105,BIHAR,ROHTAS,2019,1
106,BIHAR,SAHARSA,2019,1
107,BIHAR,SAMASTIPUR,2019,1
108,BIHAR,SARAN,2019,1
109,BIHAR,SHEIKHPURA,2019,1
110,BIHAR,SHEOHAR,2019,1
111,BIHAR,SITAMARHI,2019,1
112,BIHAR,SIWAN,2019,1
113,BIHAR,SUPAUL,2019,1
114,BIHAR,VAISHALI,2019,1
115,BIHAR,TOTAL,2019,1
116,CHHATTISGARH,BALRAMPUR,2019,1
117,CHHATTISGARH,BILASPUR,2019,1
118,CHHATTISGARH,BIZAPUR,2019,1
119,CHHATTISGARH,DANTEWARA,2019,1
120,CHHATTISGARH,DHAMTARI,2019,1
121,CHHATTISGARH,DURG,2019,1
122,CHHATTISGARH,GRP RAIPUR,2019,1
123,CHHATTISGARH,JAGDALPUR,2019,1
124,CHHATTISGARH,JANJGIR,2019,1
125,CHHATTISGARH,JASHPUR,2019,1
126,CHHATTISGARH,KANKER,2019,1
127,CHHATTISGARH,KAWARDHA,2019,1
128,CHHATTISGARH,KORBA,2019,1
129,CHHATTISGARH,KORIYA,2019,1
130,CHHATTISGARH,MAHASAMUND,2019,1
131,CHHATTISGARH,RAIGARH,2019,1
132,CHHATTISGARH,RAIPUR,2019,1
133,CHHATTISGARH,RAJNANDGAON,2019,1
134,CHHATTISGARH,SARGUJA,2019,1
135,CHHATTISGARH,TOTAL,2019,1
136,GOA,NORTH GOA,2019,1
137,GOA,SOUTH GOA,2019,1
138,GOA,TOTAL,2019,1
139,GUJARAT,AHMEDABAD COMMR.,2019,1
140,GUJARAT,AHMEDABAD RURAL,2019,1
141,GUJARAT,AHWA-DANG,2019,1
142,GUJARAT,AMRELI,2019,1
143,GUJARAT,ANAND,2019,1
144,GUJARAT,BHARUCH,2019,1
145,GUJARAT,BHAVNAGAR,2019,1
146,GUJARAT,DAHOD,2019,1
147,GUJARAT,GANDHINAGAR,2019,1
148,GUJARAT,HIMATNAGAR,2019,1
149,GUJARAT,JAMNAGAR,2019,1
150,GUJARAT,JUNAGADH,2019,1
151,GUJARAT,KHEDA NORTH,2019,1
152,GUJARAT,KUTCH,2019,1
153,GUJARAT,MEHSANA,2019,1
154,GUJARAT,NARMADA,2019,1
155,GUJARAT,NAVSARI,2019,1
156,GUJARAT,PALANPUR,2019,1
157,GUJARAT,PANCHMAHAL,2019,1
158,GUJARAT,PATAN,2019,1
159,GUJARAT,PORBANDAR,2019,1
160,GUJARAT,RAJKOT COMMR.,2019,1
161,GUJARAT,RAJKOT RURAL,2019,1
162,GUJARAT,SURAT COMMR.,2019,1
163,GUJARAT,SURAT RURAL,2019,1
164,GUJARAT,SURENDRANAGAR,2019,1
165,GUJARAT,VADODARA COMMR.,2019,1
166,GUJARAT,VADODARA RURAL,2019,1
167,GUJARAT,VALSAD,2019,1
168,GUJARAT,W.RLY,2019,1
169,GUJARAT,TOTAL,2019,1
170,HARYANA,AMBALA,2019,1
171,HARYANA,BHIWANI,2019,1
172,HARYANA,FARIDABAD,2019,1
173,HARYANA,FATEHABAD,2019,1
174,HARYANA,GRP,2019,1
175,HARYANA,GURGAON,2019,1
176,HARYANA,HISSAR,2019,1
177,HARYANA,JHAJJAR,2019,1
178,HARYANA,JIND,2019,1
179,HARYANA,KAITHAL,2019,1
180,HARYANA,KARNAL,2019,1
181,HARYANA,KURUKSHETRA,2019,1
182,HARYANA,MAHENDRAGARH,2019,1
183,HARYANA,PANCHKULA,2019,1
184,HARYANA,PANIPAT,2019,1
185,HARYANA,REWARI,2019,1
186,HARYANA,ROHTAK,2019,1
187,HARYANA,SIRSA,2019,1
188,HARYANA,SONIPAT,2019,1
189,HARYANA,YAMUNANAGAR,2019,1
190,HARYANA,TOTAL,2019,1
191,HIMACHAL PRADESH,BILASPUR,2019,1
192,HIMACHAL PRADESH,CHAMBA,2019,1
193,HIMACHAL PRADESH,G.R.P.,2019,1
194,HIMACHAL PRADESH,HAMIRPUR,2019,1
195,HIMACHAL PRADESH,KANGRA,2019,1
196,HIMACHAL PRADESH,KINNAUR,2019,1
197,HIMACHAL PRADESH,KULLU,2019,1
198,HIMACHAL PRADESH,LAHAUL-SPITI,2019,1
199,HIMACHAL PRADESH,MANDI,2019,1
200,HIMACHAL PRADESH,SHIMLA,2019,1
201,HIMACHAL PRADESH,SIRMAUR,2019,1
202,HIMACHAL PRADESH,SOLAN,2019,1
203,HIMACHAL PRADESH,UNA,2019,1
204,HIMACHAL PRADESH,TOTAL,2019,1
205,JAMMU & KASHMIR,ANANTNAG,2019,1
206,JAMMU & KASHMIR,AWANTIPORA,2019,1
207,JAMMU & KASHMIR,BARAMULLA,2019,1
208,JAMMU & KASHMIR,BORDER,2019,1
209,JAMMU & KASHMIR,BUDGAM,2019,1
210,JAMMU & KASHMIR,CRIME JAMMU,2019,1
211,JAMMU & KASHMIR,CRIME SRINAGAR,2019,1
212,JAMMU & KASHMIR,DODA,2019,1
213,JAMMU & KASHMIR,GANDERBAL,2019,1
214,JAMMU & KASHMIR,JAMMU,2019,1
215,JAMMU & KASHMIR,KARGIL,2019,1
216,JAMMU & KASHMIR,KATHUA,2019,1
217,JAMMU & KASHMIR,KULGAM,2019,1
218,JAMMU & KASHMIR,KUPWARA,2019,1
219,JAMMU & KASHMIR,LEH,2019,1
220,JAMMU & KASHMIR,POONCH,2019,1
221,JAMMU & KASHMIR,PULWAMA,2019,1
222,JAMMU & KASHMIR,RAILWAYS,2019,1
223,JAMMU & KASHMIR,RAJOURI,2019,1
224,JAMMU & KASHMIR,RAMBAN,2019,1
225,JAMMU & KASHMIR,REASI,2019,1
226,JAMMU & KASHMIR,SRINAGAR,2019,1
227,JAMMU & KASHMIR,UDHAMPUR,2019,1
228,JAMMU & KASHMIR,TOTAL,2019,1
229,JHARKHAND,BOKARO,2019,1
230,JHARKHAND,CHAIBASA,2019,1
231,JHARKHAND,CHATRA,2019,1
232,JHARKHAND,DEOGHAR,2019,1
233,JHARKHAND,DHANBAD,2019,1
234,JHARKHAND,DHANBAD RLY.,2019,1
235,JHARKHAND,DUMKA,2019,1
236,JHARKHAND,GARHWA,2019,1
237,JHARKHAND,GIRIDIH,2019,1
238,JHARKHAND,GODDA,2019,1
239,JHARKHAND,GUMLA,2019,1
240,JHARKHAND,HAZARIBAGH,2019,1
241,JHARKHAND,JAMSHEDPUR,2019,1
242,JHARKHAND,JAMSHEDPUR RLY.,2019,1
243,JHARKHAND,JAMTARA,2019,1
244,JHARKHAND,KODERMA,2019,1
245,JHARKHAND,LATEHAR,2019,1
246,JHARKHAND,LOHARDAGGA,2019,1
247,JHARKHAND,PAKUR,2019,1
248,JHARKHAND,PALAMU,2019,1
249,JHARKHAND,RANCHI,2019,1
250,JHARKHAND,SAHEBGANJ,2019,1
251,JHARKHAND,SARAIKELA,2019,1
252,JHARKHAND,SIMDEGA,2019,1
253,JHARKHAND,TOTAL,2019,1
254,KARNATAKA,BAGALKOT,2019,1
255,KARNATAKA,BANGALORE COMMR.,2019,1
256,KARNATAKA,BANGALORE RURAL,2019,1
257,KARNATAKA,BELGAUM,2019,1
258,KARNATAKA,BELLARY,2019,1
259,KARNATAKA,BIDAR,2019,1
260,KARNATAKA,BIJAPUR,2019,1
261,KARNATAKA,CHAMARAJNAGAR,2019,1
262,KARNATAKA,CHICKMAGALUR,2019,1
263,KARNATAKA,CHITRADURGA,2019,1
264,KARNATAKA,DAKSHIN KANNADA,2019,1
265,KARNATAKA,DAVANAGERE,2019,1
266,KARNATAKA,DHARWAD COMMR.,2019,1
267,KARNATAKA,DHARWAD RURAL,2019,1
268,KARNATAKA,GADAG,2019,1
269,KARNATAKA,GULBARGA,2019,1
270,KARNATAKA,HASSAN,2019,1
271,KARNATAKA,HAVERI,2019,1
272,KARNATAKA,K.G.F.,2019,1
273,KARNATAKA,KODAGU,2019,1
274,KARNATAKA,KOLAR,2019,1
275,KARNATAKA,KOPPAL,2019,1
276,KARNATAKA,MANDYA,2019,1
277,KARNATAKA,MYSORE COMMR.,2019,1
278,KARNATAKA,MYSORE RURAL,2019,1
279,KARNATAKA,RAICHUR,2019,1
280,KARNATAKA,RAILWAYS,2019,1
281,KARNATAKA,SHIMOGA,2019,1
282,KARNATAKA,TUMKUR,2019,1
283,KARNATAKA,UDUPI,2019,1
284,KARNATAKA,UTTAR KANNADA,2019,1
285,KARNATAKA,TOTAL,2019,1
286,KERALA,ALAPUZHA,2019,1
287,KERALA,CBCID,2019,1
288,KERALA,ERNAKULAM,2019,1
289,KERALA,IDUKKI,2019,1
290,KERALA,KANNUR,2019,1
291,KERALA,KASARGOD,2019,1
292,KERALA,KOLLAM,2019,1
293,KERALA,KOTTAYAM,2019,1
294,KERALA,KOZHIKODE,2019,1
295,KERALA,MALAPPURAM,2019,1
296,KERALA,PALAKKAD,2019,1
297,KERALA,PATHANAMTHITTA,2019,1
298,KERALA,RAILWAYS,2019,1
299,KERALA,THRISSUR,2019,1
300,KERALA,TRIVANDRUM,2019,1
301,KERALA,WAYANADU,2019,1
302,KERALA,TOTAL,2019,1
303,MADHYA PRADESH,BALAGHAT,2019,1
304,MADHYA PRADESH,BARWANI,2019,1
305,MADHYA PRADESH,BETUL,2019,1
306,MADHYA PRADESH,BHIND,2019,1
307,MADHYA PRADESH,BHOPAL,2019,1
308,MADHYA PRADESH,BHOPAL RLY.,2019,1
309,MADHYA PRADESH,CHHATARPUR,2019,1
310,MADHYA PRADESH,CHHINDWARA,2019,1
311,MADHYA PRADESH,DAMOH,2019,1
312,MADHYA PRADESH,DATIYA,2019,1
313,MADHYA PRADESH,DEWAS,2019,1
314,MADHYA PRADESH,DHAR,2019,1
315,MADHYA PRADESH,DINDORI,2019,1
316,MADHYA PRADESH,GUNA,2019,1
317,MADHYA PRADESH,GWALIOR,2019,1
318,MADHYA PRADESH,HARDA,2019,1
319,MADHYA PRADESH,HOSHANGABAD,2019,1
320,MADHYA PRADESH,INDORE,2019,1
321,MADHYA PRADESH,INDORE RLY.,2019,1
322,MADHYA PRADESH,JABALPUR,2019,1
323,MADHYA PRADESH,JABALPUR RLY.,2019,1
324,MADHYA PRADESH,JHABUA,2019,1
325,MADHYA PRADESH,KATNI,2019,1
326,MADHYA PRADESH,KHANDWA,2019,1
327,MADHYA PRADESH,KHARGON,2019,1
328,MADHYA PRADESH,MANDLA,2019,1
329,MADHYA PRADESH,MANDSAUR,2019,1
330,MADHYA PRADESH,MORENA,2019,1
331,MADHYA PRADESH,NARSINGHPUR,2019,1
332,MADHYA PRADESH,NEEMUCH,2019,1
333,MADHYA PRADESH,PANNA,2019,1
334,MADHYA PRADESH,RAISEN,2019,1
335,MADHYA PRADESH,RAJGARH,2019,1
336,MADHYA PRADESH,RATLAM,2019,1
337,MADHYA PRADESH,REWA,2019,1
338,MADHYA PRADESH,SAGAR,2019,1
339,MADHYA PRADESH,SATNA,2019,1
340,MADHYA PRADESH,SEONI,2019,1
341,MADHYA PRADESH,SHAHDOL,2019,1
342,MADHYA PRADESH,SHAJAPUR,2019,1
343,MADHYA PRADESH,SHEOPUR,2019,1
344,MADHYA PRADESH,SHIVPURI,2019,1
345,MADHYA PRADESH,SIDHI,2019,1
346,MADHYA PRADESH,SIHORE,2019,1
347,MADHYA PRADESH,TIKAMGARH,2019,1
348,MADHYA PRADESH,UJJAIN,2019,1
349,MADHYA PRADESH,UMARIYA,2019,1
350,MADHYA PRADESH,VIDISHA,2019,1
351,MADHYA PRADESH,TOTAL,2019,1
352,MAHARASHTRA,AHMEDNAGAR,2019,1
353,MAHARASHTRA,AKOLA,2019,1
354,MAHARASHTRA,AMRAVATI COMMR.,2019,1
355,MAHARASHTRA,AMRAVATI RURAL,2019,1
356,MAHARASHTRA,AURANGABAD COMMR.,2019,1
357,MAHARASHTRA,AURANGABAD RURAL,2019,1
358,MAHARASHTRA,BEED,2019,1
359,MAHARASHTRA,BHANDARA,2019,1
360,MAHARASHTRA,BULDHANA,2019,1
361,MAHARASHTRA,CHANDRAPUR,2019,1
362,MAHARASHTRA,DHULE,2019,1
363,MAHARASHTRA,GADCHIROLI,2019,1
364,MAHARASHTRA,GONDIA,2019,1
365,MAHARASHTRA,HINGOLI,2019,1
366,MAHARASHTRA,JALGAON,2019,1
367,MAHARASHTRA,JALNA,2019,1
368,MAHARASHTRA,KOLHAPUR,2019,1
369,MAHARASHTRA,LATUR,2019,1
370,MAHARASHTRA,MUMBAI,2019,1
371,MAHARASHTRA,MUMBAI RLY.,2019,1
372,MAHARASHTRA,NAGPUR COMMR.,2019,1
373,MAHARASHTRA,NAGPUR RLY.,2019,1
374,MAHARASHTRA,NAGPUR RURAL,2019,1
375,MAHARASHTRA,NANDED,2019,1
376,MAHARASHTRA,NANDURBAR,2019,1
377,MAHARASHTRA,NASIK COMMR.,2019,1
378,MAHARASHTRA,NASIK RURAL,2019,1
379,MAHARASHTRA,NAVI MUMBAI,2019,1
380,MAHARASHTRA,OSMANABAD,2019,1
381,MAHARASHTRA,PARBHANI,2019,1
382,MAHARASHTRA,PUNE COMMR.,2019,1
383,MAHARASHTRA,PUNE RLY.,2019,1
384,MAHARASHTRA,PUNE RURAL,2019,1
385,MAHARASHTRA,RAIGAD,2019,1
386,MAHARASHTRA,RATNAGIRI,2019,1
387,MAHARASHTRA,SANGLI,2019,1
388,MAHARASHTRA,SATARA,2019,1
389,MAHARASHTRA,SINDHUDURG,2019,1
390,MAHARASHTRA,SOLAPUR COMMR.,2019,1
391,MAHARASHTRA,SOLAPUR RURAL,2019,1
392,MAHARASHTRA,THANE COMMR.,2019,1
393,MAHARASHTRA,THANE RURAL,2019,1
394,MAHARASHTRA,WARDHA,2019,1
395,MAHARASHTRA,WASHIM,2019,1
396,MAHARASHTRA,YAVATMAL,2019,1
397,MAHARASHTRA,TOTAL,2019,1
398,MANIPUR,BISHNUPUR,2019,1
399,MANIPUR,CHANDEL,2019,1
400,MANIPUR,CHURACHANDPUR,2019,1
401,MANIPUR,IMPHAL(EAST),2019,1
402,MANIPUR,IMPHAL(WEST),2019,1
403,MANIPUR,SENAPATI,2019,1
404,MANIPUR,TAMENGLONG,2019,1
405,MANIPUR,THOUBAL,2019,1
406,MANIPUR,UKHRUL,2019,1
407,MANIPUR,TOTAL,2019,1
408,MEGHALAYA,GARO HILLS EAST,2019,1
409,MEGHALAYA,GARO HILLS SOUTH,2019,1
410,MEGHALAYA,GARO HILLS WEST,2019,1
411,MEGHALAYA,JAINTIA HILLS,2019,1
412,MEGHALAYA,KHASI HILLS EAST,2019,1
413,MEGHALAYA,KHASI HILLS WEST,2019,1
414,MEGHALAYA,RI-BHOI,2019,1
415,MEGHALAYA,TOTAL,2019,1
416,MIZORAM,AIZAWL,2019,1
417,MIZORAM,CHAMPHAI,2019,1
418,MIZORAM,KOLASIB,2019,1
419,MIZORAM,LAWNGTLAI,2019,1
420,MIZORAM,LUNGLEI,2019,1
421,MIZORAM,MAMIT,2019,1
422,MIZORAM,SAIHA,2019,1
423,MIZORAM,SERCHHIP,2019,1
424,MIZORAM,TOTAL,2019,1
425,NAGALAND,DIMAPUR,2019,1
426,NAGALAND,KIPHIRE,2019,1
427,NAGALAND,KOHIMA,2019,1
428,NAGALAND,MOKOKCHUNG,2019,1
429,NAGALAND,MON,2019,1
430,NAGALAND,PEREN,2019,1
431,NAGALAND,PHEK,2019,1
432,NAGALAND,TUENSANG,2019,1
433,NAGALAND,WOKHA,2019,1
434,NAGALAND,ZUNHEBOTO,2019,1
435,NAGALAND,TOTAL,2019,1
436,ODISHA,ANGUL,2019,1
437,ODISHA,BALASORE,2019,1
438,ODISHA,BARAGARH,2019,1
439,ODISHA,BERHAMPUR,2019,1
440,ODISHA,BHADRAK,2019,1
441,ODISHA,BOLANGIR,2019,1
442,ODISHA,BOUDH,2019,1
443,ODISHA,CUTTACK,2019,1
444,ODISHA,DEOGARH,2019,1
445,ODISHA,DHENKANAL,2019,1
446,ODISHA,GAJAPATI,2019,1
447,ODISHA,GANJAM,2019,1
448,ODISHA,JAGATSINGHPUR,2019,1
449,ODISHA,JAJPUR,2019,1
450,ODISHA,JHARSUGUDA,2019,1
451,ODISHA,KALAHANDI,2019,1
452,ODISHA,KANDHAMAL,2019,1
453,ODISHA,KENDRAPARA,2019,1
454,ODISHA,KEONJHAR,2019,1
455,ODISHA,KHURDA,2019,1
456,ODISHA,KORAPUT,2019,1
457,ODISHA,MALKANGIR,2019,1
458,ODISHA,MAYURBHANJ,2019,1
459,ODISHA,NAYAGARH,2019,1
460,ODISHA,NOWRANGPUR,2019,1
461,ODISHA,NUAPADA,2019,1
462,ODISHA,PURI,2019,1
463,ODISHA,RAYAGADA,2019,1
464,ODISHA,ROURKELA,2019,1
465,ODISHA,SAMBALPUR,2019,1
466,ODISHA,SONEPUR,2019,1
467,ODISHA,SRP(CUTTACK),2019,1
468,ODISHA,SRP(ROURKELA),2019,1
469,ODISHA,SUNDARGARH,2019,1
470,ODISHA,TOTAL,2019,1
471,PUNJAB,AMRITSAR,2019,1
472,PUNJAB,BARNALA,2019,1
473,PUNJAB,BATALA,2019,1
474,PUNJAB,BHATINDA,2019,1
475,PUNJAB,FARIDKOT,2019,1
476,PUNJAB,FATEHGARH SAHIB,2019,1
477,PUNJAB,FEROZEPUR,2019,1
478,PUNJAB,G.R.P,2019,1
479,PUNJAB,GURDASPUR,2019,1
480,PUNJAB,HOSHIARPUR,2019,1
481,PUNJAB,JAGRAON,2019,1
482,PUNJAB,JALANDHAR,2019,1
483,PUNJAB,KAPURTHALA,2019,1
484,PUNJAB,KHANNA,2019,1
485,PUNJAB,LUDHIANA,2019,1
486,PUNJAB,MAJITHA,2019,1
487,PUNJAB,MANSA,2019,1
488,PUNJAB,MOGA,2019,1
489,PUNJAB,MUKTSAR,2019,1
490,PUNJAB,NAWAN SHAHR,2019,1
491,PUNJAB,PATIALA,2019,1
492,PUNJAB,ROPAR,2019,1
493,PUNJAB,SANGRUR,2019,1
494,PUNJAB,TARN TARAN,2019,1
495,PUNJAB,TOTAL,2019,1
496,RAJASTHAN,AJMER,2019,1
497,RAJASTHAN,ALWAR,2019,1
498,RAJASTHAN,BANSWARA,2019,1
499,RAJASTHAN,BARAN,2019,1
500,RAJASTHAN,BARMER,2019,1
501,RAJASTHAN,BHARATPUR,2019,1
502,RAJASTHAN,BHILWARA,2019,1
503,RAJASTHAN,BIKANER,2019,1
504,RAJASTHAN,BUNDI,2019,1
505,RAJASTHAN,CHITTORGARH,2019,1
506,RAJASTHAN,CHURU,2019,1
507,RAJASTHAN,DAUSA,2019,1
508,RAJASTHAN,DHOLPUR,2019,1
509,RAJASTHAN,DUNGARPUR,2019,1
510,RAJASTHAN,G.R.P.,2019,1
511,RAJASTHAN,GANGANAGAR,2019,1
512,RAJASTHAN,HANUMANGARH,2019,1
513,RAJASTHAN,JAIPUR,2019,1
514,RAJASTHAN,JAISALMER,2019,1
515,RAJASTHAN,JALORE,2019,1
516,RAJASTHAN,JHALAWAR,2019,1
517,RAJASTHAN,JHUNJHUNU,2019,1
518,RAJASTHAN,JODHPUR,2019,1
519,RAJASTHAN,KARAULI,2019,1
520,RAJASTHAN,KOTA,2019,1
521,RAJASTHAN,NAGAUR,2019,1
522,RAJASTHAN,PALI,2019,1
523,RAJASTHAN,RAJSAMAND,2019,1
524,RAJASTHAN,SAWAI MADHOPUR,2019,1
525,RAJASTHAN,SIKAR,2019,1
526,RAJASTHAN,SIROHI,2019,1
527,RAJASTHAN,TONK,2019,1
528,RAJASTHAN,UDAIPUR,2019,1
529,RAJASTHAN,TOTAL,2019,1
530,SIKKIM,EAST,2019,1
531,SIKKIM,NORTH,2019,1
532,SIKKIM,SOUTH,2019,1
533,SIKKIM,WEST,2019,1
534,SIKKIM,TOTAL,2019,1
535,TAMIL NADU,ARIYALUR,2019,1
536,TAMIL NADU,CHENGAI,2019,1
537,TAMIL NADU,CHENNAI,2019,1
538,TAMIL NADU,CHENNAI RLY.,2019,1
539,TAMIL NADU,COIMBATORE RURAL,2019,1
540,TAMIL NADU,COIMBATORE URBAN,2019,1
541,TAMIL NADU,CUDDALORE,2019,1
542,TAMIL NADU,DHARMAPURI,2019,1
543,TAMIL NADU,DINDIGUL,2019,1
544,TAMIL NADU,ERODE,2019,1
545,TAMIL NADU,KANCHIPURAM,2019,1
546,TAMIL NADU,KANYAKUMARI,2019,1
547,TAMIL NADU,KARUR,2019,1
548,TAMIL NADU,MADURAI RURAL,2019,1
549,TAMIL NADU,MADURAI URBAN,2019,1
550,TAMIL NADU,NAGAPATTINAM,2019,1
551,TAMIL NADU,NAMAKKAL,2019,1
552,TAMIL NADU,NILGIRIS,2019,1
553,TAMIL NADU,PERAMBALUR,2019,1
554,TAMIL NADU,PUDUKOTTAI,2019,1
555,TAMIL NADU,RAMNATHAPURAM,2019,1
556,TAMIL NADU,SALEM RURAL,2019,1
557,TAMIL NADU,SALEM URBAN,2019,1
558,TAMIL NADU,SIVAGANGAI,2019,1
559,TAMIL NADU,THANJAVUR,2019,1
560,TAMIL NADU,THENI,2019,1
561,TAMIL NADU,THIRUNELVELI RURAL,2019,1
562,TAMIL NADU,THIRUNELVELI URBAN,2019,1
563,TAMIL NADU,THIRUVALLUR,2019,1
564,TAMIL NADU,THIRUVANNAMALAI,2019,1
565,TAMIL NADU,THIRUVARUR,2019,1
566,TAMIL NADU,THOOTHUGUDI,2019,1
567,TAMIL NADU,TRICHY RLY.,2019,1
568,TAMIL NADU,TRICHY RURAL,2019,1
569,TAMIL NADU,TRICHY URBAN,2019,1
570,TAMIL NADU,VELLORE,2019,1
571,TAMIL NADU,VILLUPURAM,2019,1
572,TAMIL NADU,VIRUDHUNAGAR,2019,1
573,TAMIL NADU,TOTAL,2019,1
574,TRIPURA,DHALAI,2019,1
575,TRIPURA,NORTH,2019,1
576,TRIPURA,SOUTH,2019,1
577,TRIPURA,WEST,2019,1
578,TRIPURA,TOTAL,2019,1
579,UTTAR PRADESH,AGRA,2019,1
580,UTTAR PRADESH,ALIGARH,2019,1
581,UTTAR PRADESH,ALLAHABAD,2019,1
582,UTTAR PRADESH,AMBEDKAR NAGAR,2019,1
583,UTTAR PRADESH,AURAIYA,2019,1
584,UTTAR PRADESH,AZAMGARH,2019,1
585,UTTAR PRADESH,BADAUN,2019,1
586,UTTAR PRADESH,BAGHPAT,2019,1
587,UTTAR PRADESH,BAHRAICH,2019,1
588,UTTAR PRADESH,BALLIA,2019,1
589,UTTAR PRADESH,BALRAMPUR,2019,1
590,UTTAR PRADESH,BANDA,2019,1
591,UTTAR PRADESH,BARABANKI,2019,1
592,UTTAR PRADESH,BAREILLY,2019,1
